NAICS_6_Digit,NAICS_6_Title,NAICS_8_Digit,NAICS_8_Title,Differentiation_Criteria,Description
112390,Other Poultry Production,11239004,Emu and Ostrich Production,Poultry Type,Farms producing ratites (emu ostrich)
112390,Other Poultry Production,11239005,Guinea Fowl Production,Poultry Type,Farms primarily engaged in guinea fowl production
112410,Sheep Farming,11241001,Meat Sheep Operations,Product Focus,Farms raising sheep primarily for meat production
112410,Sheep Farming,11241002,Wool Sheep Operations,Product Focus,Farms raising sheep primarily for wool production
112410,Sheep Farming,11241003,Dual-Purpose Sheep Operations,Product Focus,Farms raising sheep for both meat and wool
112410,Sheep Farming,11241004,Organic Sheep Farming,Production Method,Certified organic sheep operations
112410,Sheep Farming,11241005,Hair Sheep Operations,Breed Type,Farms raising hair sheep breeds
112420,Goat Farming,11242001,Meat Goat Operations,Product Focus,Farms raising goats primarily for meat production
112420,Goat Farming,11242002,Dairy Goat Operations,Product Focus,Farms raising goats primarily for milk production
112420,Goat Farming,11242003,Fiber Goat Operations,Product Focus,Farms raising goats for mohair or cashmere production
112420,Goat Farming,11242004,Organic Goat Farming,Production Method,Certified organic goat operations
112511,Finfish Farming and Fish Hatcheries,11251101,Catfish Farming,Species,Farms primarily engaged in catfish aquaculture
112511,Finfish Farming and Fish Hatcheries,11251102,Trout Farming,Species,Farms primarily engaged in trout aquaculture
112511,Finfish Farming and Fish Hatcheries,11251103,Salmon Farming,Species,Farms primarily engaged in salmon aquaculture
112511,Finfish Farming and Fish Hatcheries,11251104,Tilapia Farming,Species,Farms primarily engaged in tilapia aquaculture
112511,Finfish Farming and Fish Hatcheries,11251105,Bass and Panfish Farming,Species,Farms raising bass sunfish and other panfish
112511,Finfish Farming and Fish Hatcheries,11251106,Ornamental Fish Production,Product Type,Hatcheries producing ornamental fish for aquarium trade
112511,Finfish Farming and Fish Hatcheries,11251107,Sport Fish Hatcheries,Product Type,Hatcheries producing fish for stocking (sport fishing)
112511,Finfish Farming and Fish Hatcheries,11251108,Recirculating Aquaculture Systems,Technology,Indoor RAS-based fish farming operations
112512,Shellfish Farming,11251201,Oyster Farming,Species,Farms primarily engaged in oyster aquaculture
112512,Shellfish Farming,11251202,Clam Farming,Species,Farms primarily engaged in clam aquaculture
112512,Shellfish Farming,11251203,Mussel Farming,Species,Farms primarily engaged in mussel aquaculture
112512,Shellfish Farming,11251204,Shrimp Farming,Species,Farms primarily engaged in shrimp aquaculture
112512,Shellfish Farming,11251205,Scallop Farming,Species,Farms primarily engaged in scallop aquaculture
112512,Shellfish Farming,11251206,Crayfish Farming,Species,Farms primarily engaged in crayfish aquaculture
112519,Other Aquaculture,11251901,Seaweed and Kelp Farming,Product Type,Aquaculture operations growing seaweed and kelp
112519,Other Aquaculture,11251902,Alligator Farming,Species,Farms primarily engaged in alligator production
112519,Other Aquaculture,11251903,Frog Farming,Species,Farms primarily engaged in frog production
112910,Apiculture,11291001,Honey Production,Product Focus,Beekeeping operations focused on honey production
112910,Apiculture,11291002,Pollination Services,Service Type,Beekeeping operations providing pollination services
112910,Apiculture,11291003,Queen Bee and Package Production,Product Type,Operations producing queen bees and package bees
112910,Apiculture,11291004,Organic Beekeeping,Production Method,Certified organic beekeeping operations
112920,Horses and Other Equine Production,11292001,Horse Breeding Operations,Product Focus,Farms primarily engaged in horse breeding
112920,Horses and Other Equine Production,11292002,Thoroughbred Racing Operations,Breed/Purpose,Farms breeding and raising thoroughbred race horses
112920,Horses and Other Equine Production,11292003,Quarter Horse Operations,Breed Type,Farms specializing in quarter horse breeding
112920,Horses and Other Equine Production,11292004,Sport Horse Breeding,Purpose,Farms breeding horses for show jumping dressage eventing
112920,Horses and Other Equine Production,11292005,Draft Horse Operations,Breed Type,Farms raising draft horse breeds
112920,Horses and Other Equine Production,11292006,Miniature Horse Production,Breed Type,Farms specializing in miniature horses
112930,Fur-Bearing Animal and Rabbit Production,11293001,Mink Farming,Species,Farms primarily engaged in mink production
112930,Fur-Bearing Animal and Rabbit Production,11293002,Fox Farming,Species,Farms primarily engaged in fox production
112930,Fur-Bearing Animal and Rabbit Production,11293003,Meat Rabbit Production,Product Focus,Farms raising rabbits for meat production
112930,Fur-Bearing Animal and Rabbit Production,11293004,Laboratory Rabbit Production,End Use,Farms producing rabbits for laboratory use
112930,Fur-Bearing Animal and Rabbit Production,11293005,Pet Rabbit Breeding,End Use,Operations breeding rabbits for pet market
112990,All Other Animal Production,11299001,Bison Ranching,Species,Ranches primarily engaged in bison production
112990,All Other Animal Production,11299002,Elk Farming,Species,Farms primarily engaged in elk production
112990,All Other Animal Production,11299003,Deer Farming,Species,Farms primarily engaged in deer production
112990,All Other Animal Production,11299004,Llama and Alpaca Farming,Species,Farms raising llamas and alpacas
112990,All Other Animal Production,11299005,Ratite Production,Species,Farms producing ostriches emus or rheas
112990,All Other Animal Production,11299006,Laboratory Animal Production,End Use,Facilities producing animals for research (mice rats)
112990,All Other Animal Production,11299007,Worm Farming,Species,Operations producing earthworms for composting or fishing
113110,Timber Tract Operations,11311001,Softwood Timber Tracts,Species Type,Operations managing softwood timber tracts
113110,Timber Tract Operations,11311002,Hardwood Timber Tracts,Species Type,Operations managing hardwood timber tracts
113110,Timber Tract Operations,11311003,Mixed Timber Tracts,Species Type,Operations managing mixed hardwood/softwood tracts
113110,Timber Tract Operations,11311004,Sustainable Forestry Certified Tracts,Certification,FSC or SFI certified sustainable timber operations
113210,Forest Nurseries and Gathering of Forest Products,11321001,Forest Tree Nurseries,Product Type,Nurseries producing seedlings for reforestation
113210,Forest Nurseries and Gathering of Forest Products,11321002,Christmas Tree Seedling Production,Product Type,Nurseries producing Christmas tree seedlings
113210,Forest Nurseries and Gathering of Forest Products,11321003,Wild Mushroom Gathering,Product Type,Operations gathering wild mushrooms from forests
113210,Forest Nurseries and Gathering of Forest Products,11321004,Wild Berry and Nut Gathering,Product Type,Operations gathering wild forest products (berries nuts)
113210,Forest Nurseries and Gathering of Forest Products,11321005,Moss and Fern Gathering,Product Type,Operations gathering moss ferns and greenery
113310,Logging,11331001,Softwood Logging,Species Type,Logging operations primarily harvesting softwood
113310,Logging,11331002,Hardwood Logging,Species Type,Logging operations primarily harvesting hardwood
113310,Logging,11331003,Timber Harvesting Services,Service Type,Contract logging service providers
113310,Logging,11331004,Specialty Wood Harvesting,Product Type,Operations harvesting specialty woods (burls veneer logs)
114111,Finfish Fishing,11411101,Commercial Tuna Fishing,Species,Vessels primarily engaged in tuna fishing
114111,Finfish Fishing,11411102,Commercial Salmon Fishing,Species,Vessels primarily engaged in salmon fishing
114111,Finfish Fishing,11411103,Groundfish Fishing,Species,Vessels fishing for groundfish (cod haddock pollock)
114111,Finfish Fishing,11411104,Pelagic Fish Fishing,Species,Vessels fishing for pelagic species (sardines anchovies)
114111,Finfish Fishing,11411105,Swordfish and Billfish Fishing,Species,Vessels primarily targeting swordfish and billfish
114112,Shellfish Fishing,11411201,Shrimp and Prawn Fishing,Species,Vessels primarily engaged in shrimp fishing
114112,Shellfish Fishing,11411202,Crab Fishing,Species,Vessels primarily engaged in crab fishing
114112,Shellfish Fishing,11411203,Lobster Fishing,Species,Vessels primarily engaged in lobster fishing
114112,Shellfish Fishing,11411204,Oyster Harvesting,Species,Operations harvesting wild oysters
114112,Shellfish Fishing,11411205,Clam Harvesting,Species,Operations harvesting wild clams
114112,Shellfish Fishing,11411206,Scallop Fishing,Species,Vessels primarily engaged in scallop fishing
114119,Other Marine Fishing,11411901,Sea Urchin and Kelp Harvesting,Species,Operations harvesting sea urchins and kelp
114119,Other Marine Fishing,11411902,Squid and Octopus Fishing,Species,Vessels fishing for squid and octopus
114210,Hunting and Trapping,11421001,Fur Trapping Operations,Product Focus,Operations primarily engaged in fur trapping
114210,Hunting and Trapping,11421002,Guided Hunting Services,Service Type,Outfitters providing guided hunting services
114210,Hunting and Trapping,11421003,Game Preserves and Hunting Operations,Business Model,Fee-based hunting preserve operations
115111,Cotton Ginning,11511101,Conventional Cotton Ginning,Service Type,Standard cotton ginning operations
115111,Cotton Ginning,11511102,Organic Cotton Ginning,Service Type,Specialized organic cotton ginning facilities
115112,Soil Preparation Planting and Cultivating,11511201,Custom Planting Services,Service Type,Contract planting services for farmers
115112,Soil Preparation Planting and Cultivating,11511202,Custom Soil Preparation,Service Type,Contract tillage and soil preparation services
115112,Soil Preparation Planting and Cultivating,11511203,Precision Agriculture Services,Technology,GPS and precision farming service providers
115113,Crop Harvesting Primarily by Machine,11511301,Custom Grain Harvesting,Service Type,Contract combine harvesting services
115113,Crop Harvesting Primarily by Machine,11511302,Custom Hay Harvesting,Service Type,Contract hay cutting and baling services
115113,Crop Harvesting Primarily by Machine,11511303,Specialty Crop Harvesting,Service Type,Contract harvesting for specialty crops
115114,Postharvest Crop Activities (except Cotton Ginning),11511401,Grain Cleaning and Conditioning,Service Type,Post-harvest grain cleaning services
115114,Postharvest Crop Activities (except Cotton Ginning),11511402,Fruit and Vegetable Sorting and Packing,Service Type,Post-harvest sorting and packing services
115114,Postharvest Crop Activities (except Cotton Ginning),11511403,Crop Drying Services,Service Type,Commercial crop drying operations
115115,Farm Labor Contractors and Crew Leaders,11511501,Agricultural Labor Contractors,Service Type,Contractors supplying farm labor crews
115115,Farm Labor Contractors and Crew Leaders,11511502,H-2A Visa Labor Contractors,Labor Type,Contractors specializing in H-2A temporary workers
115116,Farm Management Services,11511601,Crop Farm Management,Service Type,Professional management services for crop farms
115116,Farm Management Services,11511602,Livestock Farm Management,Service Type,Professional management services for livestock operations
115116,Farm Management Services,11511603,Farmland Investment Management,Service Type,Farm management for investment properties
115210,Support Activities for Animal Production,11521001,Livestock Veterinary Services,Service Type,Veterinary services for livestock
115210,Support Activities for Animal Production,11521002,Artificial Insemination Services,Service Type,Livestock breeding and AI services
115210,Support Activities for Animal Production,11521003,Livestock Marketing Services,Service Type,Livestock auction and marketing services
115210,Support Activities for Animal Production,11521004,Custom Livestock Feeding,Service Type,Contract animal feeding operations
115210,Support Activities for Animal Production,11521005,Herd Testing Services,Service Type,Dairy herd improvement and testing associations
115210,Support Activities for Animal Production,11521006,Livestock Transportation Services,Service Type,Specialized livestock hauling services
115310,Support Activities for Forestry,11531001,Forest Fire Suppression Services,Service Type,Wildfire fighting and suppression services
115310,Support Activities for Forestry,11531002,Timber Cruising Services,Service Type,Forest inventory and timber cruising
115310,Support Activities for Forestry,11531003,Forestry Consulting Services,Service Type,Professional forestry management consulting
115310,Support Activities for Forestry,11531004,Reforestation Services,Service Type,Tree planting and reforestation contractors
211120,Crude Petroleum Extraction,21112001,Conventional Oil Extraction,Extraction Method,Conventional primary and secondary oil recovery operations
211120,Crude Petroleum Extraction,21112002,Enhanced Oil Recovery Operations,Extraction Method,Tertiary recovery methods (CO2 injection steam flooding)
211120,Crude Petroleum Extraction,21112003,Offshore Oil Extraction,Location,Offshore crude petroleum extraction operations
211120,Crude Petroleum Extraction,21112004,Onshore Oil Extraction,Location,Onshore conventional oil field operations
211120,Crude Petroleum Extraction,21112005,Heavy Oil and Bitumen Extraction,Product Type,Operations extracting heavy crude oil and bitumen
211120,Crude Petroleum Extraction,21112006,Shale Oil Extraction,Resource Type,Tight oil extraction from shale formations
211130,Natural Gas Extraction,21113001,Conventional Natural Gas Extraction,Resource Type,Conventional natural gas field operations
211130,Natural Gas Extraction,21113002,Shale Gas Extraction,Resource Type,Natural gas extraction from shale formations (fracking)
211130,Natural Gas Extraction,21113003,Coalbed Methane Extraction,Resource Type,Natural gas extraction from coal seams
211130,Natural Gas Extraction,21113004,Offshore Natural Gas Extraction,Location,Offshore natural gas production operations
211130,Natural Gas Extraction,21113005,Associated Gas Production,Production Type,Natural gas produced in association with oil
211130,Natural Gas Extraction,21113006,Non-Associated Gas Production,Production Type,Natural gas from gas-only reservoirs
212114,Surface Coal Mining,21211401,Surface Bituminous Coal Mining,Coal Type,Surface mining of bituminous coal
212114,Surface Coal Mining,21211402,Surface Sub-Bituminous Coal Mining,Coal Type,Surface mining of sub-bituminous coal
212114,Surface Coal Mining,21211403,Surface Lignite Mining,Coal Type,Surface mining of lignite coal
212114,Surface Coal Mining,21211404,Mountaintop Removal Mining,Method,Mountain top removal coal mining operations
212115,Underground Coal Mining,21211501,Underground Bituminous Coal Mining,Coal Type,Underground mining of bituminous coal
212115,Underground Coal Mining,21211502,Underground Anthracite Mining,Coal Type,Underground mining of anthracite coal
212115,Underground Coal Mining,21211503,Longwall Coal Mining,Method,Longwall underground mining operations
212115,Underground Coal Mining,21211504,Room and Pillar Coal Mining,Method,Room and pillar underground mining operations
212210,Iron Ore Mining,21221001,Surface Iron Ore Mining,Method,Open-pit iron ore mining operations
212210,Iron Ore Mining,21221002,Underground Iron Ore Mining,Method,Underground iron ore mining operations
212210,Iron Ore Mining,21221003,Taconite Mining,Ore Type,Low-grade taconite iron ore mining
212220,Gold Ore and Silver Ore Mining,21222001,Gold Ore Mining,Metal Type,Operations primarily mining gold ore
212220,Gold Ore and Silver Ore Mining,21222002,Silver Ore Mining,Metal Type,Operations primarily mining silver ore
212220,Gold Ore and Silver Ore Mining,21222003,Gold-Silver Ore Mining,Metal Type,Combined gold and silver ore mining
212220,Gold Ore and Silver Ore Mining,21222004,Placer Gold Mining,Method,Placer gold mining from alluvial deposits
212230,Copper Nickel Lead and Zinc Mining,21223001,Copper Ore Mining,Metal Type,Operations primarily mining copper ore
212230,Copper Nickel Lead and Zinc Mining,21223002,Nickel Ore Mining,Metal Type,Operations primarily mining nickel ore
212230,Copper Nickel Lead and Zinc Mining,21223003,Lead Ore Mining,Metal Type,Operations primarily mining lead ore
212230,Copper Nickel Lead and Zinc Mining,21223004,Zinc Ore Mining,Metal Type,Operations primarily mining zinc ore
212230,Copper Nickel Lead and Zinc Mining,21223005,Polymetallic Ore Mining,Metal Type,Mining operations extracting multiple base metals
212290,Other Metal Ore Mining,21229001,Uranium Ore Mining,Metal Type,Operations mining uranium ore
212290,Other Metal Ore Mining,21229002,Rare Earth Element Mining,Metal Type,Operations mining rare earth elements
212290,Other Metal Ore Mining,21229003,Molybdenum Ore Mining,Metal Type,Operations mining molybdenum ore
212290,Other Metal Ore Mining,21229004,Lithium Ore Mining,Metal Type,Operations mining lithium ore
212311,Dimension Stone Mining and Quarrying,21231101,Granite Dimension Stone Quarrying,Stone Type,Quarrying of granite dimension stone
212311,Dimension Stone Mining and Quarrying,21231102,Marble Dimension Stone Quarrying,Stone Type,Quarrying of marble dimension stone
212311,Dimension Stone Mining and Quarrying,21231103,Limestone Dimension Stone Quarrying,Stone Type,Quarrying of limestone dimension stone
212311,Dimension Stone Mining and Quarrying,21231104,Sandstone Dimension Stone Quarrying,Stone Type,Quarrying of sandstone dimension stone
212311,Dimension Stone Mining and Quarrying,21231105,Slate Quarrying,Stone Type,Quarrying of slate for roofing and flooring
212312,Crushed and Broken Limestone Mining and Quarrying,21231201,Construction Aggregate Limestone,End Use,Limestone quarrying for construction aggregates
212312,Crushed and Broken Limestone Mining and Quarrying,21231202,Agricultural Limestone,End Use,Limestone mining for agricultural lime
212312,Crushed and Broken Limestone Mining and Quarrying,21231203,Chemical and Industrial Limestone,End Use,High-purity limestone for industrial uses
212313,Crushed and Broken Granite Mining and Quarrying,21231301,Construction Granite Aggregate,End Use,Granite quarrying for construction aggregates
212313,Crushed and Broken Granite Mining and Quarrying,21231302,Railroad Ballast Granite,End Use,Granite for railroad ballast production
212319,Other Crushed and Broken Stone Mining and Quarrying,21231901,Crushed and Broken Trap Rock,Stone Type,Quarrying of trap rock for aggregates
212319,Other Crushed and Broken Stone Mining and Quarrying,21231902,Crushed and Broken Sandstone,Stone Type,Quarrying of sandstone for aggregates
212319,Other Crushed and Broken Stone Mining and Quarrying,21231903,Crushed and Broken Basalt,Stone Type,Quarrying of basalt for aggregates
212321,Construction Sand and Gravel Mining,21232101,Concrete Sand and Gravel Mining,End Use,Sand and gravel for ready-mix concrete
212321,Construction Sand and Gravel Mining,21232102,Asphalt Sand and Gravel Mining,End Use,Sand and gravel for asphalt production
212321,Construction Sand and Gravel Mining,21232103,Fill Sand and Gravel Mining,End Use,Sand and gravel for fill material
212322,Industrial Sand Mining,21232201,Frac Sand Mining,End Use,High-purity silica sand for hydraulic fracturing
212322,Industrial Sand Mining,21232202,Glass Sand Mining,End Use,High-purity silica sand for glass manufacturing
212322,Industrial Sand Mining,21232203,Foundry Sand Mining,End Use,Silica sand for metal casting molds
212323,Kaolin Clay and Ceramic and Refractory Minerals Mining,21232301,Kaolin Mining,Mineral Type,Mining of kaolin clay for ceramics and paper
212323,Kaolin Clay and Ceramic and Refractory Minerals Mining,21232302,Ball Clay Mining,Mineral Type,Mining of ball clay for ceramics
212323,Kaolin Clay and Ceramic and Refractory Minerals Mining,21232303,Bentonite Mining,Mineral Type,Mining of bentonite clay
212323,Kaolin Clay and Ceramic and Refractory Minerals Mining,21232304,Refractory Clay Mining,Mineral Type,Mining of refractory clays for high-temperature applications
212390,Other Nonmetallic Mineral Mining and Quarrying,21239001,Gypsum Mining,Mineral Type,Mining of gypsum for wallboard and plaster
212390,Other Nonmetallic Mineral Mining and Quarrying,21239002,Salt Mining,Mineral Type,Mining of rock salt and brine
212390,Other Nonmetallic Mineral Mining and Quarrying,21239003,Phosphate Rock Mining,Mineral Type,Mining of phosphate rock for fertilizer
212390,Other Nonmetallic Mineral Mining and Quarrying,21239004,Potash Mining,Mineral Type,Mining of potash for fertilizer
212390,Other Nonmetallic Mineral Mining and Quarrying,21239005,Sulfur Mining,Mineral Type,Mining of sulfur minerals
212390,Other Nonmetallic Mineral Mining and Quarrying,21239006,Perlite and Vermiculite Mining,Mineral Type,Mining of perlite and vermiculite
213111,Drilling Oil and Gas Wells,21311101,Onshore Oil and Gas Drilling,Location,Onshore drilling services for oil and gas wells
213111,Drilling Oil and Gas Wells,21311102,Offshore Oil and Gas Drilling,Location,Offshore drilling services including platform-based
213111,Drilling Oil and Gas Wells,21311103,Directional and Horizontal Drilling,Method,Directional and horizontal drilling services
213111,Drilling Oil and Gas Wells,21311104,Deep Water Drilling Services,Location,Deep water offshore drilling operations
213112,Support Activities for Oil and Gas Operations,21311201,Well Completion Services,Service Type,Hydraulic fracturing and well completion services
213112,Support Activities for Oil and Gas Operations,21311202,Well Servicing and Workover,Service Type,Well maintenance and workover operations
213112,Support Activities for Oil and Gas Operations,21311203,Directional Drilling Services,Service Type,Measurement while drilling and directional services
213112,Support Activities for Oil and Gas Operations,21311204,Cementing Services,Service Type,Well cementing and primary cementing services
213112,Support Activities for Oil and Gas Operations,21311205,Wireline Services,Service Type,Wireline logging and well intervention services
213112,Support Activities for Oil and Gas Operations,21311206,Pressure Pumping Services,Service Type,Hydraulic fracturing and pressure pumping
213113,Support Activities for Coal Mining,21311301,Coal Mine Dewatering Services,Service Type,Mine dewatering and water management services
213113,Support Activities for Coal Mining,21311302,Coal Mine Roof Support Services,Service Type,Roof bolting and support services
213114,Support Activities for Metal Mining,21311401,Contract Metal Mining Services,Service Type,Contract mining services for metal mines
213114,Support Activities for Metal Mining,21311402,Metal Ore Exploration Services,Service Type,Geological exploration for metal ores
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,21311501,Contract Quarrying Services,Service Type,Contract services for stone quarries
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,21311502,Industrial Mineral Exploration,Service Type,Exploration for industrial minerals
221111,Hydroelectric Power Generation,22111101,Conventional Hydroelectric Generation,Technology,Conventional dam-based hydroelectric generation
221111,Hydroelectric Power Generation,22111102,Pumped-Storage Hydroelectric,Technology,Pumped-storage hydroelectric facilities
221111,Hydroelectric Power Generation,22111103,Run-of-River Hydroelectric,Technology,Run-of-river hydroelectric generation
221112,Fossil Fuel Electric Power Generation,22111201,Coal-Fired Power Generation,Fuel Type,Coal-fired electric power generation stations
221112,Fossil Fuel Electric Power Generation,22111202,Natural Gas Combined Cycle,Fuel Type,Natural gas combined cycle power plants
221112,Fossil Fuel Electric Power Generation,22111203,Natural Gas Peaking Plants,Fuel Type,Natural gas peaking power generation
221112,Fossil Fuel Electric Power Generation,22111204,Oil-Fired Power Generation,Fuel Type,Petroleum-fired electric generation
221113,Nuclear Electric Power Generation,22111301,Pressurized Water Reactor Plants,Reactor Type,PWR nuclear power generation facilities
221113,Nuclear Electric Power Generation,22111302,Boiling Water Reactor Plants,Reactor Type,BWR nuclear power generation facilities
221114,Solar Electric Power Generation,22111401,Utility-Scale Solar PV,Technology,Utility-scale photovoltaic solar farms
221114,Solar Electric Power Generation,22111402,Distributed Solar PV,Scale,Distributed rooftop solar generation
221114,Solar Electric Power Generation,22111403,Concentrated Solar Power,Technology,CSP with thermal storage systems
221115,Wind Electric Power Generation,22111501,Onshore Wind Farms,Location,Onshore utility-scale wind generation
221115,Wind Electric Power Generation,22111502,Offshore Wind Farms,Location,Offshore wind power generation
221115,Wind Electric Power Generation,22111503,Distributed Wind Generation,Scale,Small-scale distributed wind turbines
221116,Geothermal Electric Power Generation,22111601,Dry Steam Geothermal Plants,Technology,Dry steam geothermal power generation
221116,Geothermal Electric Power Generation,22111602,Flash Steam Geothermal Plants,Technology,Flash steam geothermal generation
221116,Geothermal Electric Power Generation,22111603,Binary Cycle Geothermal Plants,Technology,Binary cycle geothermal power plants
221117,Biomass Electric Power Generation,22111701,Wood and Wood Waste Generation,Fuel Type,Electric generation from wood biomass
221117,Biomass Electric Power Generation,22111702,Biogas Power Generation,Fuel Type,Power generation from biogas (landfill digester)
221117,Biomass Electric Power Generation,22111703,Municipal Solid Waste Generation,Fuel Type,Waste-to-energy power generation
221118,Other Electric Power Generation,22111801,Fuel Cell Power Generation,Technology,Fuel cell-based power generation
221118,Other Electric Power Generation,22111802,Tidal and Wave Power Generation,Technology,Ocean energy power generation
221121,Electric Bulk Power Transmission and Control,22112101,High Voltage Transmission Systems,Voltage Level,High voltage AC transmission operations
221121,Electric Bulk Power Transmission and Control,22112102,Independent System Operators,Business Model,ISO/RTO grid operation and control
221121,Electric Bulk Power Transmission and Control,22112103,HVDC Transmission Systems,Technology,High voltage DC transmission systems
221122,Electric Power Distribution,22112201,Residential Electric Distribution,Customer Type,Electric distribution to residential customers
221122,Electric Power Distribution,22112202,Commercial Electric Distribution,Customer Type,Electric distribution to commercial customers
221122,Electric Power Distribution,22112203,Industrial Electric Distribution,Customer Type,Electric distribution to industrial customers
221122,Electric Power Distribution,22112204,Rural Electric Cooperatives,Business Model,Member-owned rural electric cooperatives
221210,Natural Gas Distribution,22121001,Residential Natural Gas Distribution,Customer Type,Natural gas distribution to residential customers
221210,Natural Gas Distribution,22121002,Commercial Natural Gas Distribution,Customer Type,Natural gas distribution to commercial customers
221210,Natural Gas Distribution,22121003,Industrial Natural Gas Distribution,Customer Type,Natural gas distribution to industrial users
221310,Water Supply and Irrigation Systems,22131001,Municipal Water Supply Systems,Customer Type,Municipal potable water supply utilities
221310,Water Supply and Irrigation Systems,22131002,Agricultural Irrigation Systems,Customer Type,Irrigation water delivery systems
221310,Water Supply and Irrigation Systems,22131003,Industrial Water Supply,Customer Type,Water supply for industrial processes
221320,Sewage Treatment Facilities,22132001,Municipal Wastewater Treatment,Service Type,Municipal sewage treatment plants
221320,Sewage Treatment Facilities,22132002,Industrial Wastewater Treatment,Service Type,Industrial wastewater treatment facilities
221320,Sewage Treatment Facilities,22132003,Advanced Wastewater Treatment,Technology,Advanced treatment and water reclamation
221330,Steam and Air-Conditioning Supply,22133001,District Steam Systems,Service Type,District heating steam supply systems
221330,Steam and Air-Conditioning Supply,22133002,District Cooling Systems,Service Type,District chilled water cooling systems
221330,Steam and Air-Conditioning Supply,22133003,Combined Heat and Power Distribution,Technology,CHP/cogeneration distribution systems
236115,New Single-Family Housing Construction (except For-Sale Builders),23611501,Spec Home Construction,Business Model,Construction of single-family homes on speculation for contractors
236115,New Single-Family Housing Construction (except For-Sale Builders),23611502,Custom Home Construction Contracting,Business Model,General contracting for custom single-family homes
236115,New Single-Family Housing Construction (except For-Sale Builders),23611503,Green/LEED Home Construction,Specialty,Energy-efficient and certified green home construction
236115,New Single-Family Housing Construction (except For-Sale Builders),23611504,Modular Home Installation,Construction Type,Installation of factory-built modular homes
236116,New Multifamily Housing Construction (except For-Sale Builders),23611601,Apartment Building Construction,Building Type,Construction of multi-unit apartment buildings for rent
236116,New Multifamily Housing Construction (except For-Sale Builders),23611602,Student Housing Construction,Market Segment,Construction of student housing complexes
236116,New Multifamily Housing Construction (except For-Sale Builders),23611603,Senior Living Facility Construction,Market Segment,Construction of senior apartment communities
236116,New Multifamily Housing Construction (except For-Sale Builders),23611604,Affordable Housing Construction,Market Segment,Construction of affordable/subsidized multi-family housing
236117,New Housing For-Sale Builders,23611701,Production Home Builders,Business Model,Large-scale production homebuilding operations
236117,New Housing For-Sale Builders,23611702,Townhome For-Sale Builders,Building Type,Builders constructing townhomes for direct sale
236117,New Housing For-Sale Builders,23611703,Luxury Home Builders,Market Segment,High-end custom home builders for sale
236117,New Housing For-Sale Builders,23611704,Active Adult Community Builders,Market Segment,Builders of 55+ active adult communities
236118,Residential Remodelers,23611801,Kitchen and Bath Remodeling,Specialty,Residential kitchen and bathroom remodeling
236118,Residential Remodelers,23611802,Whole House Remodeling,Scope,Complete home renovation and remodeling
236118,Residential Remodelers,23611803,Basement Finishing,Specialty,Basement remodeling and finishing services
236118,Residential Remodelers,23611804,Home Addition Construction,Scope,Room additions and home expansions
236118,Residential Remodelers,23611805,Historic Home Restoration,Specialty,Restoration and renovation of historic homes
236210,Industrial Building Construction,23621001,Manufacturing Plant Construction,Facility Type,Construction of manufacturing facilities
236210,Industrial Building Construction,23621002,Warehouse and Distribution Center Construction,Facility Type,Construction of industrial warehouses and distribution centers
236210,Industrial Building Construction,23621003,Food Processing Plant Construction,Facility Type,Construction of food and beverage processing facilities
236210,Industrial Building Construction,23621004,Data Center Construction,Facility Type,Construction of data centers and server facilities
236210,Industrial Building Construction,23621005,Cold Storage Facility Construction,Facility Type,Construction of refrigerated warehouse facilities
236220,Commercial and Institutional Building Construction,23622001,Office Building Construction,Building Type,Construction of commercial office buildings
236220,Commercial and Institutional Building Construction,23622002,Retail Center Construction,Building Type,Construction of shopping centers and retail facilities
236220,Commercial and Institutional Building Construction,23622003,Hotel and Hospitality Construction,Building Type,Construction of hotels and lodging facilities
236220,Commercial and Institutional Building Construction,23622004,Healthcare Facility Construction,Building Type,Construction of hospitals clinics and medical buildings
236220,Commercial and Institutional Building Construction,23622005,Educational Facility Construction,Building Type,Construction of schools and educational buildings
236220,Commercial and Institutional Building Construction,23622006,Religious Building Construction,Building Type,Construction of churches and religious facilities
236220,Commercial and Institutional Building Construction,23622007,Restaurant Construction,Building Type,Construction of restaurant facilities
237110,Water and Sewer Line and Related Structures Construction,23711001,Water Main Construction,Infrastructure Type,Construction of municipal water distribution mains
237110,Water and Sewer Line and Related Structures Construction,23711002,Sanitary Sewer Construction,Infrastructure Type,Construction of sanitary sewer collection systems
237110,Water and Sewer Line and Related Structures Construction,23711003,Storm Sewer Construction,Infrastructure Type,Construction of storm water drainage systems
237110,Water and Sewer Line and Related Structures Construction,23711004,Wastewater Treatment Plant Construction,Facility Type,Construction of wastewater treatment facilities
237110,Water and Sewer Line and Related Structures Construction,23711005,Water Treatment Plant Construction,Facility Type,Construction of water treatment and pumping stations
237120,Oil and Gas Pipeline and Related Structures Construction,23712001,Natural Gas Pipeline Construction,Pipeline Type,Construction of natural gas transmission pipelines
237120,Oil and Gas Pipeline and Related Structures Construction,23712002,Crude Oil Pipeline Construction,Pipeline Type,Construction of crude oil pipelines
237120,Oil and Gas Pipeline and Related Structures Construction,23712003,Refined Products Pipeline Construction,Pipeline Type,Construction of refined petroleum products pipelines
