NAICS_6_Digit,NAICS_6_Title,NAICS_8_Digit,NAICS_8_Title,Differentiation_Criteria,Description
221115,Wind Electric Power Generation,22111502,Offshore Wind Farms,Location,Offshore wind power generation
221115,Wind Electric Power Generation,22111503,Distributed Wind Generation,Scale,Small-scale distributed wind turbines
221116,Geothermal Electric Power Generation,22111601,Dry Steam Geothermal Plants,Technology,Dry steam geothermal power generation
221116,Geothermal Electric Power Generation,22111602,Flash Steam Geothermal Plants,Technology,Flash steam geothermal generation
221116,Geothermal Electric Power Generation,22111603,Binary Cycle Geothermal Plants,Technology,Binary cycle geothermal power plants
221117,Biomass Electric Power Generation,22111701,Wood and Wood Waste Generation,Fuel Type,Electric generation from wood biomass
221117,Biomass Electric Power Generation,22111702,Biogas Power Generation,Fuel Type,Power generation from biogas (landfill digester)
221117,Biomass Electric Power Generation,22111703,Municipal Solid Waste Generation,Fuel Type,Waste-to-energy power generation
221118,Other Electric Power Generation,22111801,Fuel Cell Power Generation,Technology,Fuel cell-based power generation
221118,Other Electric Power Generation,22111802,Tidal and Wave Power Generation,Technology,Ocean energy power generation
221121,Electric Bulk Power Transmission and Control,22112101,High Voltage Transmission Systems,Voltage Level,High voltage AC transmission operations
221121,Electric Bulk Power Transmission and Control,22112102,Independent System Operators,Business Model,ISO/RTO grid operation and control
221121,Electric Bulk Power Transmission and Control,22112103,HVDC Transmission Systems,Technology,High voltage DC transmission systems
221122,Electric Power Distribution,22112201,Residential Electric Distribution,Customer Type,Electric distribution to residential customers
221122,Electric Power Distribution,22112202,Commercial Electric Distribution,Customer Type,Electric distribution to commercial customers
221122,Electric Power Distribution,22112203,Industrial Electric Distribution,Customer Type,Electric distribution to industrial customers
221122,Electric Power Distribution,22112204,Rural Electric Cooperatives,Business Model,Member-owned rural electric cooperatives
221210,Natural Gas Distribution,22121001,Residential Natural Gas Distribution,Customer Type,Natural gas distribution to residential customers
221210,Natural Gas Distribution,22121002,Commercial Natural Gas Distribution,Customer Type,Natural gas distribution to commercial customers
221210,Natural Gas Distribution,22121003,Industrial Natural Gas Distribution,Customer Type,Natural gas distribution to industrial users
221310,Water Supply and Irrigation Systems,22131001,Municipal Water Supply Systems,Customer Type,Municipal potable water supply utilities
221310,Water Supply and Irrigation Systems,22131002,Agricultural Irrigation Systems,Customer Type,Irrigation water delivery systems
221310,Water Supply and Irrigation Systems,22131003,Industrial Water Supply,Customer Type,Water supply for industrial processes
221320,Sewage Treatment Facilities,22132001,Municipal Wastewater Treatment,Service Type,Municipal sewage treatment plants
221320,Sewage Treatment Facilities,22132002,Industrial Wastewater Treatment,Service Type,Industrial wastewater treatment facilities
221320,Sewage Treatment Facilities,22132003,Advanced Wastewater Treatment,Technology,Advanced treatment and water reclamation
221330,Steam and Air-Conditioning Supply,22133001,District Steam Systems,Service Type,District heating steam supply systems
221330,Steam and Air-Conditioning Supply,22133002,District Cooling Systems,Service Type,District chilled water cooling systems
221330,Steam and Air-Conditioning Supply,22133003,Combined Heat and Power Distribution,Technology,CHP/cogeneration distribution systems
236115,New Single-Family Housing Construction (except For-Sale Builders),23611501,Spec Home Construction,Business Model,Construction of single-family homes on speculation for contractors
236115,New Single-Family Housing Construction (except For-Sale Builders),23611502,Custom Home Construction Contracting,Business Model,General contracting for custom single-family homes
236115,New Single-Family Housing Construction (except For-Sale Builders),23611503,Green/LEED Home Construction,Specialty,Energy-efficient and certified green home construction
236115,New Single-Family Housing Construction (except For-Sale Builders),23611504,Modular Home Installation,Construction Type,Installation of factory-built modular homes
236116,New Multifamily Housing Construction (except For-Sale Builders),23611601,Apartment Building Construction,Building Type,Construction of multi-unit apartment buildings for rent
236116,New Multifamily Housing Construction (except For-Sale Builders),23611602,Student Housing Construction,Market Segment,Construction of student housing complexes
236116,New Multifamily Housing Construction (except For-Sale Builders),23611603,Senior Living Facility Construction,Market Segment,Construction of senior apartment communities
236116,New Multifamily Housing Construction (except For-Sale Builders),23611604,Affordable Housing Construction,Market Segment,Construction of affordable/subsidized multi-family housing
236117,New Housing For-Sale Builders,23611701,Production Home Builders,Business Model,Large-scale production homebuilding operations
236117,New Housing For-Sale Builders,23611702,Townhome For-Sale Builders,Building Type,Builders constructing townhomes for direct sale
236117,New Housing For-Sale Builders,23611703,Luxury Home Builders,Market Segment,High-end custom home builders for sale
236117,New Housing For-Sale Builders,23611704,Active Adult Community Builders,Market Segment,Builders of 55+ active adult communities
236118,Residential Remodelers,23611801,Kitchen and Bath Remodeling,Specialty,Residential kitchen and bathroom remodeling
236118,Residential Remodelers,23611802,Whole House Remodeling,Scope,Complete home renovation and remodeling
236118,Residential Remodelers,23611803,Basement Finishing,Specialty,Basement remodeling and finishing services
236118,Residential Remodelers,23611804,Home Addition Construction,Scope,Room additions and home expansions
236118,Residential Remodelers,23611805,Historic Home Restoration,Specialty,Restoration and renovation of historic homes
236210,Industrial Building Construction,23621001,Manufacturing Plant Construction,Facility Type,Construction of manufacturing facilities
236210,Industrial Building Construction,23621002,Warehouse and Distribution Center Construction,Facility Type,Construction of industrial warehouses and distribution centers
236210,Industrial Building Construction,23621003,Food Processing Plant Construction,Facility Type,Construction of food and beverage processing facilities
236210,Industrial Building Construction,23621004,Data Center Construction,Facility Type,Construction of data centers and server facilities
236210,Industrial Building Construction,23621005,Cold Storage Facility Construction,Facility Type,Construction of refrigerated warehouse facilities
236220,Commercial and Institutional Building Construction,23622001,Office Building Construction,Building Type,Construction of commercial office buildings
236220,Commercial and Institutional Building Construction,23622002,Retail Center Construction,Building Type,Construction of shopping centers and retail facilities
236220,Commercial and Institutional Building Construction,23622003,Hotel and Hospitality Construction,Building Type,Construction of hotels and lodging facilities
236220,Commercial and Institutional Building Construction,23622004,Healthcare Facility Construction,Building Type,Construction of hospitals clinics and medical buildings
236220,Commercial and Institutional Building Construction,23622005,Educational Facility Construction,Building Type,Construction of schools and educational buildings
236220,Commercial and Institutional Building Construction,23622006,Religious Building Construction,Building Type,Construction of churches and religious facilities
236220,Commercial and Institutional Building Construction,23622007,Restaurant Construction,Building Type,Construction of restaurant facilities
237110,Water and Sewer Line and Related Structures Construction,23711001,Water Main Construction,Infrastructure Type,Construction of municipal water distribution mains
237110,Water and Sewer Line and Related Structures Construction,23711002,Sanitary Sewer Construction,Infrastructure Type,Construction of sanitary sewer collection systems
237110,Water and Sewer Line and Related Structures Construction,23711003,Storm Sewer Construction,Infrastructure Type,Construction of storm water drainage systems
237110,Water and Sewer Line and Related Structures Construction,23711004,Wastewater Treatment Plant Construction,Facility Type,Construction of wastewater treatment facilities
237110,Water and Sewer Line and Related Structures Construction,23711005,Water Treatment Plant Construction,Facility Type,Construction of water treatment and pumping stations
237120,Oil and Gas Pipeline and Related Structures Construction,23712001,Natural Gas Pipeline Construction,Pipeline Type,Construction of natural gas transmission pipelines
237120,Oil and Gas Pipeline and Related Structures Construction,23712002,Crude Oil Pipeline Construction,Pipeline Type,Construction of crude oil pipelines
237120,Oil and Gas Pipeline and Related Structures Construction,23712003,Refined Products Pipeline Construction,Pipeline Type,Construction of refined petroleum products pipelines
237120,Oil and Gas Pipeline and Related Structures Construction,23712004,Pipeline Compressor Station Construction,Facility Type,Construction of pipeline compressor and pump stations
237130,Power and Communication Line and Related Structures Construction,23713001,Electric Transmission Line Construction,Infrastructure Type,Construction of high-voltage transmission lines
237130,Power and Communication Line and Related Structures Construction,23713002,Electric Substation Construction,Facility Type,Construction of electrical substations
237130,Power and Communication Line and Related Structures Construction,23713003,Fiber Optic Network Construction,Infrastructure Type,Construction of fiber optic telecommunications networks
237130,Power and Communication Line and Related Structures Construction,23713004,Cell Tower Construction,Facility Type,Construction and installation of cellular towers
237130,Power and Communication Line and Related Structures Construction,23713005,Wind Farm Construction,Facility Type,Construction of wind turbine installations
237130,Power and Communication Line and Related Structures Construction,23713006,Solar Farm Construction,Facility Type,Construction of utility-scale solar installations
237210,Land Subdivision,23721001,Residential Land Subdivision,Development Type,Subdivision of land for residential development
237210,Land Subdivision,23721002,Commercial Land Subdivision,Development Type,Subdivision of land for commercial development
237210,Land Subdivision,23721003,Industrial Park Development,Development Type,Development of industrial park subdivisions
237310,Highway Street and Bridge Construction,23731001,Highway and Interstate Construction,Project Type,Construction of highways and interstate roads
237310,Highway Street and Bridge Construction,23731002,Bridge Construction and Replacement,Project Type,Construction of bridges and overpasses
237310,Highway Street and Bridge Construction,23731003,Municipal Street Construction,Project Type,Construction of city and county roads
237310,Highway Street and Bridge Construction,23731004,Airport Runway Construction,Project Type,Construction of airport runways and taxiways
237990,Other Heavy and Civil Engineering Construction,23799001,Marine and Port Construction,Project Type,Construction of ports harbors and marine facilities
237990,Other Heavy and Civil Engineering Construction,23799002,Dam and Levee Construction,Project Type,Construction of dams flood control and levees
237990,Other Heavy and Civil Engineering Construction,23799003,Railroad Track Construction,Project Type,Construction of railroad tracks and rail infrastructure
237990,Other Heavy and Civil Engineering Construction,23799004,Sports Stadium Construction,Project Type,Construction of stadiums and sports arenas
238110,Poured Concrete Foundation and Structure Contractors,23811001,Residential Foundation Contractors,Market Segment,Poured concrete foundations for residential construction
238110,Poured Concrete Foundation and Structure Contractors,23811002,Commercial Foundation Contractors,Market Segment,Poured concrete foundations for commercial buildings
238110,Poured Concrete Foundation and Structure Contractors,23811003,Concrete Flatwork Contractors,Specialty,Concrete driveways sidewalks and flatwork
238120,Structural Steel and Precast Concrete Contractors,23812001,Structural Steel Erection,Specialty,Erection of structural steel frameworks
238120,Structural Steel and Precast Concrete Contractors,23812002,Precast Concrete Installation,Specialty,Installation of precast concrete components
238130,Framing Contractors,23813001,Wood Framing Contractors,Material Type,Wood frame construction for residential and commercial
238130,Framing Contractors,23813002,Metal Framing Contractors,Material Type,Light gauge metal framing contractors
238140,Masonry Contractors,23814001,Brick Masonry Contractors,Material Type,Brick masonry and installation
238140,Masonry Contractors,23814002,Block Masonry Contractors,Material Type,Concrete block masonry work
238140,Masonry Contractors,23814003,Stone Masonry Contractors,Material Type,Natural stone masonry and installation
238150,Glass and Glazing Contractors,23815001,Commercial Glazing Contractors,Market Segment,Commercial curtain wall and glazing systems
238150,Glass and Glazing Contractors,23815002,Residential Window Installation,Market Segment,Residential window and door installation
238150,Glass and Glazing Contractors,23815003,Storefront Glass Installation,Specialty,Commercial storefront glass systems
238160,Roofing Contractors,23816001,Residential Roofing Contractors,Market Segment,Roofing for single and multi-family residences
238160,Roofing Contractors,23816002,Commercial Roofing Contractors,Market Segment,Commercial and industrial roofing systems
238160,Roofing Contractors,23816003,Metal Roofing Installation,Material Type,Metal roofing system installation
238160,Roofing Contractors,23816004,Flat and Low-Slope Roofing,System Type,TPO EPDM and built-up roofing systems
238170,Siding Contractors,23817001,Vinyl Siding Installation,Material Type,Vinyl siding installation contractors
238170,Siding Contractors,23817002,Fiber Cement Siding Installation,Material Type,Fiber cement siding installation
238170,Siding Contractors,23817003,Wood Siding Installation,Material Type,Wood and engineered wood siding
238190,Other Foundation Structure and Building Exterior Contractors,23819001,Stucco and EIFS Contractors,Specialty,Stucco and exterior insulation finishing systems
238190,Other Foundation Structure and Building Exterior Contractors,23819002,Waterproofing Contractors,Specialty,Building waterproofing and dampproofing
238190,Other Foundation Structure and Building Exterior Contractors,23819003,Exterior Insulation Contractors,Specialty,Building envelope and exterior insulation
238210,Electrical Contractors and Other Wiring Installation Contractors,23821001,Residential Electrical Contractors,Market Segment,Electrical wiring for residential construction
238210,Electrical Contractors and Other Wiring Installation Contractors,23821002,Commercial Electrical Contractors,Market Segment,Electrical systems for commercial buildings
238210,Electrical Contractors and Other Wiring Installation Contractors,23821003,Industrial Electrical Contractors,Market Segment,Industrial electrical and power systems
238210,Electrical Contractors and Other Wiring Installation Contractors,23821004,Low Voltage and Data Cabling,Specialty,Structured cabling and low voltage systems
238210,Electrical Contractors and Other Wiring Installation Contractors,23821005,Solar Panel Installation,Specialty,Residential and commercial solar PV installation
238220,Plumbing Heating and Air-Conditioning Contractors,23822001,Residential Plumbing Contractors,Market Segment,Plumbing for residential construction
238220,Plumbing Heating and Air-Conditioning Contractors,23822002,Commercial Plumbing Contractors,Market Segment,Plumbing for commercial buildings
238220,Plumbing Heating and Air-Conditioning Contractors,23822003,HVAC Installation Contractors,Specialty,Heating ventilation and AC system installation
238220,Plumbing Heating and Air-Conditioning Contractors,23822004,Mechanical Insulation Contractors,Specialty,Insulation of mechanical systems and piping
238290,Other Building Equipment Contractors,23829001,Fire Sprinkler System Installation,Specialty,Fire protection and sprinkler system contractors
238290,Other Building Equipment Contractors,23829002,Security System Installation,Specialty,Building security and access control systems
238290,Other Building Equipment Contractors,23829003,Elevator and Escalator Installation,Specialty,Vertical transportation installation contractors
238310,Drywall and Insulation Contractors,23831001,Drywall Installation Contractors,Specialty,Gypsum wallboard hanging and finishing
238310,Drywall and Insulation Contractors,23831002,Acoustical Ceiling Installation,Specialty,Drop ceiling and acoustical ceiling systems
238310,Drywall and Insulation Contractors,23831003,Building Insulation Contractors,Specialty,Thermal and acoustical building insulation
238320,Painting and Wall Covering Contractors,23832001,Residential Painting Contractors,Market Segment,Interior and exterior residential painting
238320,Painting and Wall Covering Contractors,23832002,Commercial Painting Contractors,Market Segment,Commercial and industrial painting services
238320,Painting and Wall Covering Contractors,23832003,Wallpaper Installation Contractors,Specialty,Wallcovering and wallpaper installation
238330,Flooring Contractors,23833001,Carpet Installation Contractors,Material Type,Carpet and carpet tile installation
238330,Flooring Contractors,23833002,Hardwood Flooring Installation,Material Type,Hardwood floor installation and refinishing
238330,Flooring Contractors,23833003,Tile and Stone Flooring Installation,Material Type,Ceramic tile and stone flooring contractors
238330,Flooring Contractors,23833004,Resilient Flooring Installation,Material Type,Vinyl LVT and resilient flooring installation
238340,Tile and Terrazzo Contractors,23834001,Ceramic Tile Installation,Material Type,Ceramic and porcelain tile installation
238340,Tile and Terrazzo Contractors,23834002,Terrazzo Installation,Material Type,Terrazzo flooring installation and finishing
238340,Tile and Terrazzo Contractors,23834003,Natural Stone Tile Installation,Material Type,Marble granite and stone tile work
238350,Finish Carpentry Contractors,23835001,Interior Trim Carpentry,Specialty,Interior trim molding and millwork installation
238350,Finish Carpentry Contractors,23835002,Cabinet Installation Contractors,Specialty,Kitchen and bath cabinet installation
238350,Finish Carpentry Contractors,23835003,Custom Millwork Installation,Specialty,Custom architectural millwork and cabinetry
238390,Other Building Finishing Contractors,23839001,Countertop Installation Contractors,Specialty,Countertop fabrication and installation
238390,Other Building Finishing Contractors,23839002,Window Treatment Installation,Specialty,Blinds shades and window treatment contractors
238910,Site Preparation Contractors,23891001,Excavation and Grading Contractors,Specialty,Site excavation and land grading services
238910,Site Preparation Contractors,23891002,Demolition Contractors,Specialty,Building and structure demolition services
238910,Site Preparation Contractors,23891003,Land Clearing Contractors,Specialty,Land clearing and tree removal services
238910,Site Preparation Contractors,23891004,Environmental Remediation Contractors,Specialty,Soil remediation and hazardous material abatement
238990,All Other Specialty Trade Contractors,23899001,Ornamental Iron and Metalwork,Specialty,Ornamental railings gates and metalwork installation
238990,All Other Specialty Trade Contractors,23899002,Swimming Pool Construction,Specialty,In-ground swimming pool construction
238990,All Other Specialty Trade Contractors,23899003,Fencing Contractors,Specialty,Fence installation and construction
238990,All Other Specialty Trade Contractors,23899004,Landscaping Contractors,Specialty,Landscape construction and hardscaping
238990,All Other Specialty Trade Contractors,23899005,Irrigation System Installation,Specialty,Sprinkler and irrigation system contractors
311111,Dog and Cat Food Manufacturing,31111101,Dry Dog Food Manufacturing,Product Type,Manufacturing of dry kibble dog food
311111,Dog and Cat Food Manufacturing,31111102,Wet/Canned Dog Food Manufacturing,Product Type,Manufacturing of canned and wet dog food
311111,Dog and Cat Food Manufacturing,31111103,Dry Cat Food Manufacturing,Product Type,Manufacturing of dry kibble cat food
311111,Dog and Cat Food Manufacturing,31111104,Wet/Canned Cat Food Manufacturing,Product Type,Manufacturing of canned and wet cat food
311111,Dog and Cat Food Manufacturing,31111105,Premium/Specialty Pet Food,Market Segment,Manufacturing of premium and specialty pet food formulations
311119,Other Animal Food Manufacturing,31111901,Livestock Feed Manufacturing,Product Type,Manufacturing of feed for cattle hogs and poultry
311119,Other Animal Food Manufacturing,31111902,Horse and Equine Feed Manufacturing,Product Type,Manufacturing of horse and equine feed products
311119,Other Animal Food Manufacturing,31111903,Aquaculture Feed Manufacturing,Product Type,Manufacturing of feed for aquaculture and fish farming
311119,Other Animal Food Manufacturing,31111904,Pet Bird and Small Animal Feed,Product Type,Manufacturing of feed for birds rabbits and small pets
311211,Flour Milling,31121101,Wheat Flour Milling,Product Type,Milling of wheat into flour products
311211,Flour Milling,31121102,Specialty Flour Milling,Product Type,Milling of specialty flours (whole wheat organic gluten-free)
311212,Rice Milling,31121201,White Rice Milling,Product Type,Milling and polishing of white rice
311212,Rice Milling,31121202,Brown Rice Milling,Product Type,Milling of brown rice products
311213,Malt Manufacturing,31121301,Brewer's Malt Production,End Use,Malt production for brewing industry
311213,Malt Manufacturing,31121302,Distiller's Malt Production,End Use,Malt production for distilling industry
311221,Wet Corn Milling and Starch Manufacturing,31122101,Corn Starch Manufacturing,Product Type,Manufacturing of corn starch and modified starches
311221,Wet Corn Milling and Starch Manufacturing,31122102,Corn Syrup Manufacturing,Product Type,Manufacturing of corn syrups and sweeteners
311221,Wet Corn Milling and Starch Manufacturing,31122103,High Fructose Corn Syrup Production,Product Type,Manufacturing of HFCS
311224,Soybean and Other Oilseed Processing,31122401,Soybean Oil and Meal Production,Product Type,Crushing soybeans for oil and meal
311224,Soybean and Other Oilseed Processing,31122402,Canola Oil Production,Product Type,Processing canola for oil production
311224,Soybean and Other Oilseed Processing,31122403,Sunflower Oil Production,Product Type,Processing sunflower seeds for oil
311225,Fats and Oils Refining and Blending,31122501,Vegetable Oil Refining,Product Type,Refining and bottling vegetable oils
311225,Fats and Oils Refining and Blending,31122502,Shortening and Margarine Production,Product Type,Manufacturing of shortenings and margarines
311230,Breakfast Cereal Manufacturing,31123001,Ready-to-Eat Cereal Manufacturing,Product Type,Manufacturing of cold breakfast cereals
311230,Breakfast Cereal Manufacturing,31123002,Hot Cereal Manufacturing,Product Type,Manufacturing of oatmeal and hot cereals
311313,Beet Sugar Manufacturing,31131301,Granulated Beet Sugar Production,Product Type,Refining of sugar from sugar beets
311314,Cane Sugar Manufacturing,31131401,Granulated Cane Sugar Production,Product Type,Refining of sugar from sugar cane
311314,Cane Sugar Manufacturing,31131402,Raw Sugar Milling,Product Type,Initial processing of sugar cane to raw sugar
311340,Nonchocolate Confectionery Manufacturing,31134001,Hard Candy Manufacturing,Product Type,Manufacturing of hard candies and lollipops
311340,Nonchocolate Confectionery Manufacturing,31134002,Gummy and Jelly Candy Manufacturing,Product Type,Manufacturing of gummy bears and jelly candies
311340,Nonchocolate Confectionery Manufacturing,31134003,Chewing Gum Manufacturing,Product Type,Manufacturing of chewing and bubble gum
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,31135101,Chocolate Bar Manufacturing,Product Type,Manufacturing of chocolate bars from cacao beans
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,31135102,Cocoa Powder Production,Product Type,Processing cacao into cocoa powder and butter
311352,Confectionery Manufacturing from Purchased Chocolate,31135201,Boxed Chocolate Manufacturing,Product Type,Manufacturing of boxed and assorted chocolates
311352,Confectionery Manufacturing from Purchased Chocolate,31135202,Chocolate Candy Bar Manufacturing,Product Type,Manufacturing candy bars from purchased chocolate
311411,Frozen Fruit Juice and Vegetable Manufacturing,31141101,Frozen Orange Juice Concentrate,Product Type,Manufacturing of frozen OJ concentrate
311411,Frozen Fruit Juice and Vegetable Manufacturing,31141102,Frozen Vegetable Processing,Product Type,Freezing and packaging of vegetables
311412,Frozen Specialty Food Manufacturing,31141201,Frozen Dinner and Entree Manufacturing,Product Type,Manufacturing of frozen meals and dinners
311412,Frozen Specialty Food Manufacturing,31141202,Frozen Pizza Manufacturing,Product Type,Manufacturing of frozen pizzas
311412,Frozen Specialty Food Manufacturing,31141203,Frozen Snack Food Manufacturing,Product Type,Manufacturing of frozen appetizers and snacks
311421,Fruit and Vegetable Canning,31142101,Tomato Canning and Processing,Product Type,Canning of tomatoes and tomato products
311421,Fruit and Vegetable Canning,31142102,Fruit Canning,Product Type,Canning of fruits for retail and food service
311421,Fruit and Vegetable Canning,31142103,Vegetable Canning,Product Type,Canning of vegetables for retail and food service
311422,Specialty Canning,31142201,Baby Food Manufacturing,Product Type,Manufacturing of infant and baby food products
311422,Specialty Canning,31142202,Soup and Stew Canning,Product Type,Manufacturing of canned soups and stews
311423,Dried and Dehydrated Food Manufacturing,31142301,Dehydrated Soup and Sauce Mix Production,Product Type,Manufacturing of dried soup mixes and seasonings
311423,Dried and Dehydrated Food Manufacturing,31142302,Dried Fruit Production,Product Type,Drying and packaging of fruits
311423,Dried and Dehydrated Food Manufacturing,31142303,Freeze-Dried Food Manufacturing,Product Type,Manufacturing of freeze-dried foods
311511,Fluid Milk Manufacturing,31151101,Whole Milk Processing,Product Type,Processing and bottling of whole milk
311511,Fluid Milk Manufacturing,31151102,Reduced-Fat and Skim Milk Processing,Product Type,Processing of 2% 1% and skim milk
311511,Fluid Milk Manufacturing,31151103,Flavored Milk Processing,Product Type,Manufacturing of chocolate and flavored milk
311511,Fluid Milk Manufacturing,31151104,Plant-Based Milk Alternatives,Product Type,Manufacturing of almond soy and oat milk
311512,Creamery Butter Manufacturing,31151201,Salted Butter Production,Product Type,Manufacturing of salted butter
311512,Creamery Butter Manufacturing,31151202,Unsalted Butter Production,Product Type,Manufacturing of unsalted/sweet cream butter
311513,Cheese Manufacturing,31151301,Natural Cheese Manufacturing,Product Type,Manufacturing of natural cheese varieties
311513,Cheese Manufacturing,31151302,Processed Cheese Manufacturing,Product Type,Manufacturing of processed cheese products
311513,Cheese Manufacturing,31151303,Specialty and Artisan Cheese,Market Segment,Manufacturing of specialty and artisan cheeses
311514,Dry Condensed and Evaporated Dairy Product Manufacturing,31151401,Dry Milk Powder Manufacturing,Product Type,Manufacturing of powdered milk products
311514,Dry Condensed and Evaporated Dairy Product Manufacturing,31151402,Evaporated and Condensed Milk Manufacturing,Product Type,Manufacturing of canned evaporated milk
311514,Dry Condensed and Evaporated Dairy Product Manufacturing,31151403,Whey and Whey Protein Manufacturing,Product Type,Processing whey into protein products
311520,Ice Cream and Frozen Dessert Manufacturing,31152001,Ice Cream Manufacturing,Product Type,Manufacturing of packaged ice cream
311520,Ice Cream and Frozen Dessert Manufacturing,31152002,Frozen Yogurt Manufacturing,Product Type,Manufacturing of frozen yogurt products
311520,Ice Cream and Frozen Dessert Manufacturing,31152003,Non-Dairy Frozen Dessert Manufacturing,Product Type,Manufacturing of non-dairy frozen desserts
311611,Animal (except Poultry) Slaughtering,31161101,Cattle Slaughtering,Species,Slaughtering and primary processing of cattle
311611,Animal (except Poultry) Slaughtering,31161102,Hog Slaughtering,Species,Slaughtering and primary processing of hogs
311611,Animal (except Poultry) Slaughtering,31161103,Sheep and Lamb Slaughtering,Species,Slaughtering and primary processing of sheep
311612,Meat Processed from Carcasses,31161201,Fresh Beef Cutting and Processing,Product Type,Fabrication of fresh beef cuts
311612,Meat Processed from Carcasses,31161202,Fresh Pork Cutting and Processing,Product Type,Fabrication of fresh pork cuts
311612,Meat Processed from Carcasses,31161203,Processed Meat Product Manufacturing,Product Type,Manufacturing of bacon ham sausage and deli meats
311613,Rendering and Meat Byproduct Processing,31161301,Animal Rendering Operations,Process Type,Rendering animal fats and proteins
311613,Rendering and Meat Byproduct Processing,31161302,Pet Food Ingredient Manufacturing,Product Type,Processing meat byproducts for pet food
311615,Poultry Processing,31161501,Chicken Processing,Species,Slaughtering and processing of chickens
311615,Poultry Processing,31161502,Turkey Processing,Species,Slaughtering and processing of turkeys
311615,Poultry Processing,31161503,Further Processed Poultry Products,Product Type,Manufacturing of breaded and prepared poultry items
311710,Seafood Product Preparation and Packaging,31171001,Fresh and Frozen Fish Processing,Product Type,Processing and packaging of fish products
311710,Seafood Product Preparation and Packaging,31171002,Shellfish Processing,Product Type,Processing of shrimp crab and shellfish
311710,Seafood Product Preparation and Packaging,31171003,Canned Seafood Manufacturing,Product Type,Canning of tuna salmon and seafood
311811,Retail Bakeries,31181101,Retail Bread Bakeries,Product Focus,Retail bakeries primarily producing bread
311811,Retail Bakeries,31181102,Retail Cake and Pastry Shops,Product Focus,Retail bakeries specializing in cakes and pastries
311811,Retail Bakeries,31181103,Retail Donut Shops,Product Focus,Retail donut and sweet goods bakeries
311812,Commercial Bakeries,31181201,Bread and Roll Manufacturing,Product Type,Wholesale production of bread and rolls
311812,Commercial Bakeries,31181202,Tortilla Manufacturing,Product Type,Manufacturing of flour and corn tortillas
311812,Commercial Bakeries,31181203,Bagel Manufacturing,Product Type,Commercial bagel production
311813,Frozen Cakes Pies and Other Pastries Manufacturing,31181301,Frozen Pie Manufacturing,Product Type,Manufacturing of frozen pies
311813,Frozen Cakes Pies and Other Pastries Manufacturing,31181302,Frozen Cake Manufacturing,Product Type,Manufacturing of frozen cakes
311821,Cookie and Cracker Manufacturing,31182101,Cookie and Biscuit Manufacturing,Product Type,Manufacturing of cookies and biscuits
311821,Cookie and Cracker Manufacturing,31182102,Cracker Manufacturing,Product Type,Manufacturing of crackers and snack crackers
311824,Dry Pasta Dough and Flour Mixes Manufacturing from Purchased Flour,31182401,Dry Pasta Manufacturing,Product Type,Manufacturing of dry pasta products
311824,Dry Pasta Dough and Flour Mixes Manufacturing from Purchased Flour,31182402,Baking Mix Manufacturing,Product Type,Manufacturing of cake muffin and baking mixes
311830,Tortilla Manufacturing,31183001,Corn Tortilla Manufacturing,Product Type,Manufacturing of corn tortillas and chips
311830,Tortilla Manufacturing,31183002,Flour Tortilla Manufacturing,Product Type,Manufacturing of flour tortillas and wraps
311911,Roasted Nuts and Peanut Butter Manufacturing,31191101,Peanut Butter Manufacturing,Product Type,Manufacturing of peanut butter products
311911,Roasted Nuts and Peanut Butter Manufacturing,31191102,Roasted Nut Manufacturing,Product Type,Roasting and packaging of tree nuts and peanuts
311911,Roasted Nuts and Peanut Butter Manufacturing,31191103,Nut Butter Manufacturing,Product Type,Manufacturing of almond cashew and other nut butters
311919,Other Snack Food Manufacturing,31191901,Potato Chip Manufacturing,Product Type,Manufacturing of potato chips and crisps
311919,Other Snack Food Manufacturing,31191902,Corn Snack Manufacturing,Product Type,Manufacturing of corn chips and puffed snacks
311919,Other Snack Food Manufacturing,31191903,Popcorn Manufacturing,Product Type,Manufacturing of microwave and ready-to-eat popcorn
311919,Other Snack Food Manufacturing,31191904,Meat Snack Manufacturing,Product Type,Manufacturing of jerky and meat snacks
311919,Other Snack Food Manufacturing,31191905,Pretzels and Snack Mix Manufacturing,Product Type,Manufacturing of pretzels and snack mixes
311920,Coffee and Tea Manufacturing,31192001,Roasted Coffee Manufacturing,Product Type,Roasting and packaging of coffee beans
311920,Coffee and Tea Manufacturing,31192002,Instant Coffee Manufacturing,Product Type,Manufacturing of instant and soluble coffee
311920,Coffee and Tea Manufacturing,31192003,Tea Blending and Packaging,Product Type,Processing and packaging of tea products
311930,Flavoring Syrup and Concentrate Manufacturing,31193001,Soft Drink Syrup Manufacturing,Product Type,Manufacturing of soft drink syrups and concentrates
311930,Flavoring Syrup and Concentrate Manufacturing,31193002,Flavor Extract Manufacturing,Product Type,Manufacturing of vanilla and flavor extracts
311930,Flavoring Syrup and Concentrate Manufacturing,31193003,Cocktail Mix Manufacturing,Product Type,Manufacturing of cocktail mixers and syrups
311941,Mayonnaise Dressing and Other Prepared Sauce Manufacturing,31194101,Mayonnaise Manufacturing,Product Type,Manufacturing of mayonnaise products
